0.0,0.0,26.28135423967507,210.25083391740057,24.806946917841692
26.28135423967507,210.25083391740057,131.40677119837537,294.3511674843608,58.565160708227275
131.40677119837537,294.3511674843608,299.6074383322958,110.3816878066353,-21.08653748577924
299.6074383322958,110.3816878066353,473.0643763141513,126.15050035044035,-60.357164028345686
473.0643763141513,126.15050035044035,546.6521681852415,241.78845900501065,38.34824944236852
546.6521681852415,241.78845900501065,444.15488665050873,454.66742834637876,155.72868366206663
444.15488665050873,454.66742834637876,191.85388594962802,517.7426785215989,-20.211302086361083
191.85388594962802,517.7426785215989,-420.50166783480114,512.486407673664,64.37531086867973
-420.50166783480114,512.486407673664,-433.6423449546387,428.3860741067037,61.750752109443845
-433.6423449546387,428.3860741067037,-252.3010007008807,394.2203135951261,-242.11709905575114
-252.3010007008807,394.2203135951261,-291.7230320603933,336.4013342678409,-300.4463064754719
-291.7230320603933,336.4013342678409,-688.571481079487,346.91387596371095,13.240388380712407
-688.571481079487,346.91387596371095,-770.0436792224796,270.6979486686532,117.78571185788638
-770.0436792224796,270.6979486686532,-706.9684290472594,194.48202137359553,-53.1306428361855
-706.9684290472594,194.48202137359553,-367.938959355451,210.25083391740057,7.743566558744697
-367.938959355451,210.25083391740057,-318.00438630006835,118.26609407853782,-75.33029414277381
-318.00438630006835,118.26609407853782,-302.2355737562633,-97.24101068679776,-85.13824469684099
-302.2355737562633,-97.24101068679776,-13.140677119837536,-86.72846899092774,-4.542452263392873
-13.140677119837536,-86.72846899092774,0.0,0.0,-14.980537942799494
